AUDITUSER,AUDITTIMESTAMP,SAMPLEDEFID,TESTID,VARID,LABID,MAXHOLDTIME,RECORDER
NULL,"2025-09-08 12:50:05.577",29,13,2476,0,0.0,7
NULL,"2025-09-05 14:33:37.037",17,33,1847,0,0.0,13
NULL,"2025-09-05 14:33:37.043",17,38,1845,0,0.0,14
NULL,"2025-09-05 14:33:37.053",17,43,1836,0,0.0,15
NULL,"2025-09-05 14:33:37.063",17,42,1837,0,0.0,16
NULL,"2025-09-05 14:33:37.070",17,41,1838,0,0.0,17
NULL,"2025-09-05 14:33:37.080",17,40,1839,0,0.0,18
NULL,"2025-09-05 14:33:37.100",17,39,1840,0,0.0,19
NULL,"2025-09-05 14:33:37.107",17,21,1848,0,0.0,20
NULL,"2025-09-05 14:33:37.113",17,37,1853,0,0.0,21
NULL,"2025-09-05 14:33:37.120",17,35,1854,0,0.0,22
NULL,"2025-09-05 14:33:37.127",17,36,1856,0,0.0,23
NULL,"2025-09-05 14:36:46.777",18,19,1897,0,0.0,1
NULL,"2025-09-05 14:36:46.783",18,20,1898,0,0.0,2
NULL,"2025-09-05 14:36:46.793",18,1,1876,0,0.0,3
NULL,"2025-09-05 14:36:46.800",18,18,1896,0,0.0,4
NULL,"2025-09-05 14:36:46.840",18,8,1899,0,0.0,5
NULL,"2025-09-05 14:36:46.870",18,3,1893,0,0.0,6
NULL,"2025-09-05 14:36:46.887",18,14,1910,0,0.0,7
NULL,"2025-09-05 14:36:46.897",18,15,1885,0,0.0,8
NULL,"2025-09-05 14:36:46.903",18,16,1887,0,0.0,9
NULL,"2025-09-05 14:36:46.923",18,17,1894,0,0.0,10
NULL,"2025-09-05 14:36:46.937",18,7,1901,0,0.0,11
NULL,"2025-09-05 14:36:46.943",18,4,1874,0,0.0,12
NULL,"2025-09-05 14:36:46.950",18,33,1902,0,0.0,13
NULL,"2025-09-05 14:36:46.960",18,38,1900,0,0.0,14
NULL,"2025-09-05 14:36:46.967",18,43,1891,0,0.0,15
NULL,"2025-09-05 14:36:46.973",18,42,1892,0,0.0,16
NULL,"2025-09-05 14:36:46.980",18,41,1893,0,0.0,17
NULL,"2025-09-05 14:36:46.987",18,40,1894,0,0.0,18
NULL,"2025-09-05 14:36:46.993",18,39,1895,0,0.0,19
NULL,"2025-09-05 14:36:47.000",18,21,1903,0,0.0,20
NULL,"2025-09-05 14:36:47.003",18,37,1908,0,0.0,21
NULL,"2025-09-05 14:36:47.010",18,35,1909,0,0.0,22
NULL,"2025-09-05 14:36:47.020",18,36,1911,0,0.0,23
NULL,"2025-09-05 14:40:57.140",19,19,1952,0,0.0,1
NULL,"2025-09-05 14:40:57.153",19,20,1953,0,0.0,2
NULL,"2025-09-05 14:40:57.163",19,1,1947,0,0.0,3
NULL,"2025-09-05 14:40:57.170",19,18,1951,0,0.0,4
NULL,"2025-09-05 14:40:57.180",19,8,1954,0,0.0,5
NULL,"2025-09-05 14:40:57.187",19,3,1948,0,0.0,6
NULL,"2025-09-05 14:40:57.193",19,14,1964,0,0.0,7
NULL,"2025-09-05 14:40:57.200",19,15,1940,0,0.0,8
NULL,"2025-09-05 14:40:57.207",19,16,1942,0,0.0,9
NULL,"2025-09-05 14:40:57.217",19,17,1943,0,0.0,10
NULL,"2025-09-05 14:48:23.647",21,19,2060,0,0.0,1
NULL,"2025-09-05 14:48:23.653",21,20,2061,0,0.0,2
NULL,"2025-09-05 14:48:23.663",21,1,2055,0,0.0,3
NULL,"2025-09-05 14:48:23.670",21,18,2059,0,0.0,4
NULL,"2025-09-05 14:48:23.677",21,8,2062,0,0.0,5
NULL,"2025-09-05 14:48:23.683",21,3,2043,0,0.0,6
NULL,"2025-09-05 14:48:23.690",21,14,2072,0,0.0,7
NULL,"2025-09-05 14:48:23.697",21,15,2048,0,0.0,8
NULL,"2025-09-05 14:48:23.703",21,16,2050,0,0.0,9
NULL,"2025-09-05 14:48:23.710",21,17,2051,0,0.0,10
NULL,"2025-09-05 14:48:23.717",21,7,2063,0,0.0,11
NULL,"2025-09-05 14:48:23.723",21,4,2053,0,0.0,12
NULL,"2025-09-05 14:48:23.730",21,33,2064,0,0.0,13
NULL,"2025-09-05 14:48:23.740",21,43,2054,0,0.0,14
NULL,"2025-09-05 14:48:23.747",21,42,2055,0,0.0,15
NULL,"2025-09-05 14:48:23.753",21,41,2056,0,0.0,16
NULL,"2025-09-05 14:48:23.760",21,40,2057,0,0.0,17
NULL,"2025-09-05 14:48:23.770",21,39,2058,0,0.0,18
NULL,"2025-09-05 14:48:23.777",21,21,2065,0,0.0,19
NULL,"2025-09-05 14:48:23.783",21,37,2073,0,0.0,20
NULL,"2025-09-05 14:48:23.790",21,35,2071,0,0.0,21
NULL,"2025-09-05 14:48:23.797",21,36,2073,0,0.0,22
NULL,"2025-09-05 14:50:50.260",22,19,2114,0,0.0,1
NULL,"2025-09-05 14:50:50.273",22,20,2115,0,0.0,2
NULL,"2025-09-05 14:50:50.283",22,1,2109,0,0.0,3
NULL,"2025-09-05 14:50:50.290",22,18,2113,0,0.0,4
NULL,"2025-09-05 14:50:50.300",22,8,2116,0,0.0,5
NULL,"2025-09-05 14:50:50.310",22,3,2110,0,0.0,6
NULL,"2025-09-05 14:50:50.320",22,14,2126,0,0.0,7
NULL,"2025-09-05 14:50:50.327",22,15,2102,0,0.0,8
NULL,"2025-09-05 14:50:50.333",22,16,2104,0,0.0,9
NULL,"2025-09-05 14:50:50.343",22,17,2105,0,0.0,10
NULL,"2025-09-05 14:50:50.350",22,7,2117,0,0.0,11
NULL,"2025-09-05 14:50:50.360",22,4,2107,0,0.0,12
NULL,"2025-09-05 14:50:50.367",22,33,2118,0,0.0,13
NULL,"2025-09-05 14:50:50.377",22,43,2108,0,0.0,14
NULL,"2025-09-05 14:50:50.390",22,42,2109,0,0.0,15
NULL,"2025-09-05 14:50:50.397",22,41,2110,0,0.0,16
NULL,"2025-09-05 14:50:50.407",22,40,2111,0,0.0,17
NULL,"2025-09-05 14:50:50.413",22,39,2112,0,0.0,18
NULL,"2025-09-05 14:50:50.427",22,21,2119,0,0.0,19
NULL,"2025-09-05 14:50:50.433",22,37,2127,0,0.0,20
NULL,"2025-09-05 14:50:50.440",22,35,2125,0,0.0,21
NULL,"2025-09-05 14:50:50.450",22,36,2127,0,0.0,22
NULL,"2025-09-05 14:54:21.453",23,19,2185,0,0.0,1
NULL,"2025-09-05 14:54:21.460",23,20,2186,0,0.0,2
NULL,"2025-09-05 14:54:21.467",23,1,2164,0,0.0,3
NULL,"2025-09-05 14:54:21.473",23,18,2184,0,0.0,4
NULL,"2025-09-05 14:54:21.480",23,13,2193,0,0.0,5
NULL,"2025-09-05 14:54:21.487",23,23,2194,0,0.0,6
NULL,"2025-09-05 14:54:21.493",23,8,2187,0,0.0,7
NULL,"2025-09-05 14:54:21.500",23,3,2175,0,0.0,8
NULL,"2025-09-05 14:54:21.507",23,14,2195,0,0.0,9
NULL,"2025-09-05 14:54:21.513",23,15,2178,0,0.0,10
NULL,"2025-09-05 14:54:21.520",23,16,2180,0,0.0,11
NULL,"2025-09-05 14:54:21.523",23,17,2181,0,0.0,12
NULL,"2025-09-05 14:54:21.533",23,7,2188,0,0.0,13
NULL,"2025-09-05 14:54:21.540",23,4,2162,0,0.0,14
NULL,"2025-09-05 14:54:21.550",23,21,2189,0,0.0,15
NULL,"2025-09-05 14:54:21.557",23,9,2190,0,0.0,16
NULL,"2025-09-05 14:54:21.563",23,22,2191,0,0.0,17
NULL,"2025-09-05 14:54:21.570",23,10,2192,0,0.0,18
NULL,"2025-09-05 14:54:21.580",23,24,2197,0,0.0,19
NULL,"2025-09-05 14:54:21.587",23,25,2199,0,0.0,20
NULL,"2025-09-05 14:54:21.593",23,27,2201,0,0.0,21
NULL,"2025-09-05 14:54:21.600",23,26,2203,0,0.0,22
NULL,"2025-09-05 14:54:21.610",23,28,2205,0,0.0,23
NULL,"2025-09-05 14:54:21.617",23,29,2207,0,0.0,24
NULL,"2025-09-05 14:54:21.627",23,30,2209,0,0.0,25
NULL,"2025-09-05 14:54:21.637",23,31,2211,0,0.0,26
NULL,"2025-09-05 14:54:21.643",23,32,2213,0,0.0,27
NULL,"2025-09-08 12:50:05.590",29,8,2469,0,0.0,8
NULL,"2025-09-08 12:50:05.600",29,3,2450,0,0.0,9
NULL,"2025-09-08 12:50:05.610",29,14,2479,0,0.0,10
NULL,"2025-09-08 12:50:05.620",29,43,2461,0,0.0,11
NULL,"2025-09-08 12:50:05.630",29,42,2462,0,0.0,12
NULL,"2025-09-08 12:50:05.640",29,41,2463,0,0.0,13
NULL,"2025-09-08 12:50:05.653",29,40,2464,0,0.0,14
NULL,"2025-09-08 12:50:05.663",29,39,2465,0,0.0,15
NULL,"2025-09-08 12:50:05.677",29,15,2455,0,0.0,16
NULL,"2025-09-08 12:50:05.687",29,16,2457,0,0.0,17
NULL,"2025-09-08 12:50:05.693",29,17,2458,0,0.0,18
NULL,"2025-09-08 12:50:05.707",29,7,2470,0,0.0,19
NULL,"2025-09-08 12:50:05.713",29,4,2444,0,0.0,20
NULL,"2025-09-08 12:50:05.720",29,21,2472,0,0.0,21
NULL,"2025-09-08 12:50:05.730",29,9,2473,0,0.0,22
NULL,"2025-09-08 12:50:05.740",29,10,2475,0,0.0,23
NULL,"2025-09-08 12:50:05.750",29,37,2477,0,0.0,24
NULL,"2025-09-08 12:50:05.760",29,35,2478,0,0.0,25
NULL,"2025-09-08 12:50:05.767",29,36,2480,0,0.0,26
NULL,"2025-09-08 13:07:33.317",35,3,2749,0,0.0,9
NULL,"2025-09-08 13:07:33.323",35,14,2778,0,0.0,10
NULL,"2025-09-08 13:07:33.330",35,43,2760,0,0.0,11
NULL,"2025-09-08 13:07:33.343",35,42,2761,0,0.0,12
NULL,"2025-09-08 13:07:33.350",35,41,2762,0,0.0,13
NULL,"2025-09-08 13:07:33.360",35,40,2763,0,0.0,14
NULL,"2025-09-08 13:07:33.367",35,39,2764,0,0.0,15
NULL,"2025-09-08 13:07:33.373",35,15,2754,0,0.0,16
NULL,"2025-09-08 13:07:33.380",35,16,2756,0,0.0,17
NULL,"2025-09-08 13:07:33.390",35,17,2757,0,0.0,18
NULL,"2025-09-08 13:07:33.403",35,7,2769,0,0.0,19
NULL,"2025-09-08 13:07:33.410",35,4,2743,0,0.0,20
NULL,"2025-09-08 13:07:33.417",35,21,2771,0,0.0,21
NULL,"2025-09-08 13:07:33.427",35,9,2772,0,0.0,22
NULL,"2025-09-08 13:07:33.433",35,10,2774,0,0.0,23
NULL,"2025-09-08 13:07:33.440",35,37,2776,0,0.0,24
NULL,"2025-09-08 13:07:33.450",35,35,2777,0,0.0,25
NULL,"2025-09-08 13:07:33.457",35,36,2779,0,0.0,26
NULL,"2025-09-08 14:08:13.607",50,52,3612,0,0.0,31
NULL,"2025-09-08 14:08:13.617",50,31,3613,0,0.0,32
NULL,"2025-09-08 12:53:03.573",30,33,2525,0,0.0,1
NULL,"2025-09-08 12:53:03.580",30,19,2521,0,0.0,2
NULL,"2025-09-08 12:53:03.590",30,20,2522,0,0.0,3
NULL,"2025-09-08 12:53:03.597",30,1,2500,0,0.0,4
NULL,"2025-09-08 12:53:03.603",30,18,2520,0,0.0,5
NULL,"2025-09-08 12:53:03.610",30,34,2528,0,0.0,6
NULL,"2025-09-08 12:53:03.620",30,13,2530,0,0.0,7
NULL,"2025-09-08 12:53:03.627",30,8,2523,0,0.0,8
NULL,"2025-09-08 12:53:03.633",30,3,2504,0,0.0,9
NULL,"2025-09-08 12:53:03.640",30,14,2533,0,0.0,10
NULL,"2025-09-08 12:53:03.650",30,43,2515,0,0.0,11
NULL,"2025-09-08 12:53:03.657",30,42,2516,0,0.0,12
NULL,"2025-09-08 12:53:03.663",30,41,2517,0,0.0,13
NULL,"2025-09-08 12:53:03.670",30,40,2518,0,0.0,14
NULL,"2025-09-08 12:53:03.680",30,39,2519,0,0.0,15
NULL,"2025-09-08 12:53:03.687",30,15,2509,0,0.0,16
NULL,"2025-09-08 12:53:03.693",30,16,2511,0,0.0,17
NULL,"2025-09-08 12:53:03.700",30,17,2512,0,0.0,18
NULL,"2025-09-08 12:53:03.710",30,7,2524,0,0.0,19
NULL,"2025-09-08 12:53:03.717",30,4,2498,0,0.0,20
NULL,"2025-09-08 12:53:03.727",30,21,2526,0,0.0,21
NULL,"2025-09-08 12:53:03.733",30,9,2527,0,0.0,22
NULL,"2025-09-08 12:53:03.740",30,10,2529,0,0.0,23
NULL,"2025-09-08 12:53:03.750",30,37,2531,0,0.0,24
NULL,"2025-09-08 12:53:03.757",30,35,2532,0,0.0,25
NULL,"2025-09-08 12:53:03.763",30,36,2534,0,0.0,26
NULL,"2025-09-08 12:56:52.880",31,1,7470,0,0.0,1
NULL,"2025-09-08 12:56:52.887",31,18,7479,0,0.0,2
NULL,"2025-09-08 12:56:52.893",31,12,2576,0,0.0,3
NULL,"2025-09-08 12:56:52.900",31,3,7474,0,0.0,4
NULL,"2025-09-08 12:56:52.907",31,14,2579,0,0.0,5
NULL,"2025-09-08 12:56:52.913",31,15,2568,0,0.0,6
NULL,"2025-09-08 12:56:52.920",31,16,2570,0,0.0,7
NULL,"2025-09-08 12:56:52.930",31,17,7476,0,0.0,8
NULL,"2025-09-08 12:56:52.937",31,4,7468,0,0.0,10
NULL,"2025-09-08 12:56:52.943",31,21,7486,0,0.0,11
NULL,"2025-09-08 12:56:52.950",31,22,7488,0,0.0,12
NULL,"2025-09-08 12:56:52.957",31,10,2575,0,0.0,13
NULL,"2025-09-08 12:56:52.963",31,23,2577,0,0.0,14
NULL,"2025-09-08 12:59:50.313",32,19,2620,0,0.0,1
NULL,"2025-09-08 12:59:50.323",32,20,2621,0,0.0,2
NULL,"2025-09-08 12:59:50.333",32,1,2599,0,0.0,3
NULL,"2025-09-08 12:59:50.340",32,18,2619,0,0.0,4
NULL,"2025-09-08 12:59:50.347",32,13,2628,0,0.0,5
NULL,"2025-09-08 12:59:50.353",32,23,2629,0,0.0,6
NULL,"2025-09-08 12:59:50.360",32,8,2622,0,0.0,7
NULL,"2025-09-08 12:59:50.367",32,3,2610,0,0.0,8
NULL,"2025-09-08 12:59:50.373",32,14,2630,0,0.0,9
NULL,"2025-09-08 12:59:50.380",32,15,2613,0,0.0,10
NULL,"2025-09-08 12:59:50.390",32,16,2615,0,0.0,11
NULL,"2025-09-08 12:59:50.397",32,17,2616,0,0.0,12
NULL,"2025-09-08 12:59:50.403",32,7,2623,0,0.0,13
NULL,"2025-09-08 12:59:50.410",32,4,2597,0,0.0,14
NULL,"2025-09-08 12:59:50.417",32,21,2624,0,0.0,15
NULL,"2025-09-08 12:59:50.427",32,9,2625,0,0.0,16
NULL,"2025-09-08 12:59:50.433",32,22,2626,0,0.0,17
NULL,"2025-09-08 12:59:50.443",32,10,2627,0,0.0,18
NULL,"2025-09-08 12:59:50.450",32,24,2631,0,0.0,19
NULL,"2025-09-08 12:59:50.460",32,25,2632,0,0.0,20
NULL,"2025-09-08 12:59:50.470",32,27,2633,0,0.0,21
NULL,"2025-09-08 12:59:50.477",32,26,2634,0,0.0,22
NULL,"2025-09-08 12:59:50.487",32,28,2635,0,0.0,23
NULL,"2025-09-08 12:59:50.497",32,29,2636,0,0.0,24
NULL,"2025-09-08 12:59:50.503",32,30,2637,0,0.0,25
NULL,"2025-09-08 12:59:50.513",32,31,2638,0,0.0,26
NULL,"2025-09-08 12:59:50.523",32,32,2639,0,0.0,27
NULL,"2025-09-08 13:03:01.773",33,19,2697,0,0.0,1
NULL,"2025-09-08 13:03:01.783",33,20,2698,0,0.0,2
NULL,"2025-09-08 13:03:01.797",33,1,2676,0,0.0,3
NULL,"2025-09-08 13:03:01.810",33,18,2696,0,0.0,4
NULL,"2025-09-08 13:03:01.837",33,13,2705,0,0.0,5
NULL,"2025-09-08 13:03:01.847",33,23,2706,0,0.0,6
NULL,"2025-09-08 13:03:01.860",33,8,2699,0,0.0,7
NULL,"2025-09-08 13:03:01.870",33,3,2687,0,0.0,8
NULL,"2025-09-08 13:03:01.880",33,14,2707,0,0.0,9
NULL,"2025-09-08 13:03:01.887",33,15,2690,0,0.0,10
NULL,"2025-09-08 13:03:01.900",33,16,2692,0,0.0,11
NULL,"2025-09-08 13:03:01.910",33,17,2693,0,0.0,12
NULL,"2025-09-08 13:03:01.927",33,7,2700,0,0.0,13
NULL,"2025-09-08 13:03:01.940",33,4,2674,0,0.0,14
NULL,"2025-09-08 13:03:01.953",33,21,2701,0,0.0,15
NULL,"2025-09-08 13:03:01.967",33,9,2702,0,0.0,16
NULL,"2025-09-08 13:03:01.977",33,22,2703,0,0.0,17
NULL,"2025-09-08 13:03:01.987",33,10,2704,0,0.0,18
NULL,"2025-09-08 13:03:01.997",33,24,2709,0,0.0,19
NULL,"2025-09-08 13:03:02.007",33,25,2711,0,0.0,20
NULL,"2025-09-08 13:03:02.020",33,27,2713,0,0.0,21
NULL,"2025-09-08 13:03:02.043",33,26,2715,0,0.0,22
NULL,"2025-09-08 13:03:02.063",33,28,2717,0,0.0,23
NULL,"2025-09-08 13:03:02.070",33,29,2719,0,0.0,24
NULL,"2025-09-08 13:03:02.087",33,30,2721,0,0.0,25
NULL,"2025-09-08 13:03:02.113",33,31,2723,0,0.0,26
NULL,"2025-09-08 13:03:02.127",33,32,2725,0,0.0,27
NULL,"2025-09-08 13:04:42.357",34,24,2708,0,0.0,1
NULL,"2025-09-08 13:04:42.363",34,25,2710,0,0.0,2
NULL,"2025-09-08 13:04:42.373",34,27,2712,0,0.0,3
NULL,"2025-09-08 13:04:42.380",34,26,2714,0,0.0,4
NULL,"2025-09-08 13:04:42.387",34,28,2716,0,0.0,5
NULL,"2025-09-08 13:04:42.397",34,29,2718,0,0.0,6
NULL,"2025-09-08 13:04:42.400",34,30,2720,0,0.0,7
NULL,"2025-09-08 13:04:42.410",34,31,2722,0,0.0,8
NULL,"2025-09-08 13:04:42.417",34,32,2724,0,0.0,9
NULL,"2025-09-08 13:07:33.250",35,33,2770,0,0.0,1
NULL,"2025-09-08 13:07:33.260",35,19,2766,0,0.0,2
NULL,"2025-09-08 13:07:33.270",35,20,2767,0,0.0,3
NULL,"2025-09-08 13:07:33.277",35,1,2745,0,0.0,4
NULL,"2025-09-08 13:07:33.283",35,18,2765,0,0.0,5
NULL,"2025-09-08 13:07:33.293",35,34,2773,0,0.0,6
NULL,"2025-09-08 13:07:33.300",35,13,2775,0,0.0,7
NULL,"2025-09-08 13:07:33.310",35,8,2768,0,0.0,8
NULL,"2025-09-08 13:09:32.133",36,19,2820,0,0.0,1
NULL,"2025-09-08 13:09:32.143",36,20,2821,0,0.0,2
NULL,"2025-09-08 13:09:32.150",36,1,2799,0,0.0,3
NULL,"2025-09-08 13:09:32.160",36,18,2819,0,0.0,4
NULL,"2025-09-08 13:09:32.167",36,12,2828,0,0.0,5
NULL,"2025-09-08 13:09:32.177",36,8,2822,0,0.0,6
NULL,"2025-09-08 13:09:32.183",36,3,2810,0,0.0,7
NULL,"2025-09-08 13:09:32.193",36,14,2830,0,0.0,8
NULL,"2025-09-08 13:09:32.200",36,15,2813,0,0.0,9
NULL,"2025-09-08 13:09:32.207",36,16,2815,0,0.0,10
NULL,"2025-09-08 13:09:32.213",36,17,2816,0,0.0,11
NULL,"2025-09-08 13:09:32.223",36,7,2823,0,0.0,12
NULL,"2025-09-08 13:09:32.230",36,4,2797,0,0.0,13
NULL,"2025-09-08 13:09:32.237",36,21,2824,0,0.0,14
NULL,"2025-09-08 13:09:32.247",36,9,2825,0,0.0,15
NULL,"2025-09-08 13:09:32.253",36,22,2826,0,0.0,16
NULL,"2025-09-08 13:09:32.260",36,10,2827,0,0.0,17
NULL,"2025-09-08 13:09:32.267",36,23,2829,0,0.0,18
NULL,"2025-09-08 13:12:40.803",37,20,2871,0,0.0,1
NULL,"2025-09-08 13:12:40.813",37,1,2850,0,0.0,2
NULL,"2025-09-08 13:12:40.820",37,18,2870,0,0.0,3
NULL,"2025-09-08 13:12:40.827",37,12,2875,0,0.0,4
NULL,"2025-09-08 13:12:40.833",37,8,2872,0,0.0,5
NULL,"2025-09-08 13:12:40.843",37,3,2861,0,0.0,6
NULL,"2025-09-08 13:12:40.853",37,14,2877,0,0.0,7
NULL,"2025-09-08 13:12:40.860",37,15,2864,0,0.0,8
NULL,"2025-09-08 13:12:40.870",37,16,2866,0,0.0,9
NULL,"2025-09-08 13:12:40.877",37,17,2867,0,0.0,10
NULL,"2025-09-08 13:12:40.883",37,4,2848,0,0.0,11
NULL,"2025-09-08 13:12:40.900",37,21,2873,0,0.0,12
NULL,"2025-09-08 13:12:40.910",37,10,2874,0,0.0,13
NULL,"2025-09-08 13:12:40.917",37,23,2876,0,0.0,14
NULL,"2025-09-08 13:14:13.800",38,20,2918,0,0.0,1
NULL,"2025-09-08 13:14:13.813",38,1,2897,0,0.0,2
NULL,"2025-09-08 13:14:13.820",38,18,2917,0,0.0,3
NULL,"2025-09-08 13:14:13.830",38,12,2922,0,0.0,4
NULL,"2025-09-08 13:14:13.840",38,8,2919,0,0.0,5
NULL,"2025-09-08 13:14:13.850",38,3,2908,0,0.0,6
NULL,"2025-09-08 13:14:13.857",38,14,2924,0,0.0,7
NULL,"2025-09-08 13:14:13.867",38,15,2911,0,0.0,8
NULL,"2025-09-08 13:14:13.877",38,16,2913,0,0.0,9
NULL,"2025-09-08 13:14:13.883",38,17,2914,0,0.0,10
NULL,"2025-09-08 13:14:13.893",38,4,2895,0,0.0,11
NULL,"2025-09-08 13:14:13.903",38,21,2920,0,0.0,12
NULL,"2025-09-08 13:14:13.910",38,10,2919,0,0.0,13
NULL,"2025-09-08 13:14:13.920",38,23,2923,0,0.0,14
NULL,"2025-09-08 13:17:29.017",39,33,2969,0,0.0,1
NULL,"2025-09-08 13:17:29.023",39,19,2965,0,0.0,2
NULL,"2025-09-08 13:17:29.030",39,20,2966,0,0.0,3
NULL,"2025-09-08 13:17:29.040",39,1,2944,0,0.0,4
NULL,"2025-09-08 13:17:29.043",39,18,2964,0,0.0,5
NULL,"2025-09-08 13:17:29.050",39,34,2972,0,0.0,6
NULL,"2025-09-08 13:17:29.060",39,13,2974,0,0.0,7
NULL,"2025-09-08 13:17:29.067",39,8,2967,0,0.0,8
NULL,"2025-09-08 13:17:29.073",39,3,2948,0,0.0,9
NULL,"2025-09-08 13:17:29.080",39,14,2977,0,0.0,10
NULL,"2025-09-08 13:17:29.090",39,43,2959,0,0.0,11
NULL,"2025-09-08 13:17:29.097",39,42,2960,0,0.0,12
NULL,"2025-09-08 13:17:29.107",39,41,2961,0,0.0,13
NULL,"2025-09-08 13:17:29.113",39,40,2962,0,0.0,14
NULL,"2025-09-08 13:17:29.127",39,39,2963,0,0.0,15
NULL,"2025-09-08 13:17:29.137",39,15,2953,0,0.0,16
NULL,"2025-09-08 13:17:29.143",39,16,2955,0,0.0,17
NULL,"2025-09-08 13:17:29.153",39,17,2956,0,0.0,18
NULL,"2025-09-08 13:17:29.163",39,7,2968,0,0.0,19
NULL,"2025-09-08 13:17:29.170",39,4,2942,0,0.0,20
NULL,"2025-09-08 13:17:29.180",39,21,2970,0,0.0,21
NULL,"2025-09-08 13:17:29.190",39,9,2971,0,0.0,22
NULL,"2025-09-08 13:17:29.200",39,10,2973,0,0.0,23
NULL,"2025-09-08 13:17:29.210",39,37,2975,0,0.0,24
NULL,"2025-09-08 13:17:29.217",39,35,2976,0,0.0,25
NULL,"2025-09-08 13:17:29.227",39,36,2978,0,0.0,26
NULL,"2025-09-08 13:18:48.560",40,1,2998,0,0.0,1
NULL,"2025-09-08 13:18:48.570",40,18,3018,0,0.0,2
NULL,"2025-09-08 13:18:48.580",40,3,3009,0,0.0,3
NULL,"2025-09-08 13:18:48.583",40,15,3012,0,0.0,4
NULL,"2025-09-08 13:18:48.593",40,16,3014,0,0.0,5
NULL,"2025-09-08 13:18:48.600",40,17,3015,0,0.0,6
NULL,"2025-09-08 13:18:48.607",40,4,2996,0,0.0,7
NULL,"2025-09-08 13:22:02.337",41,33,3175,0,0.0,1
NULL,"2025-09-08 13:22:02.347",41,19,3171,0,0.0,2
NULL,"2025-09-08 13:22:02.353",41,20,3172,0,0.0,3
NULL,"2025-09-08 13:22:02.360",41,1,3150,0,0.0,4
NULL,"2025-09-08 13:22:02.370",41,18,3170,0,0.0,5
NULL,"2025-09-08 13:22:02.377",41,34,3178,0,0.0,6
NULL,"2025-09-08 13:22:02.383",41,13,3180,0,0.0,7
NULL,"2025-09-08 13:22:02.390",41,8,3173,0,0.0,8
NULL,"2025-09-08 13:22:02.397",41,3,3154,0,0.0,9
NULL,"2025-09-08 13:22:02.407",41,14,3183,0,0.0,10
NULL,"2025-09-08 13:22:02.413",41,43,3165,0,0.0,11
NULL,"2025-09-08 13:22:02.420",41,42,3166,0,0.0,12
NULL,"2025-09-08 13:22:02.430",41,41,3167,0,0.0,13
NULL,"2025-09-08 13:22:02.437",41,40,3168,0,0.0,14
NULL,"2025-09-08 13:22:02.447",41,39,3169,0,0.0,15
NULL,"2025-09-08 13:22:02.453",41,15,3159,0,0.0,16
NULL,"2025-09-08 13:22:02.463",41,16,3161,0,0.0,17
NULL,"2025-09-08 13:22:02.470",41,17,3162,0,0.0,18
NULL,"2025-09-08 13:22:02.477",41,7,3174,0,0.0,19
NULL,"2025-09-08 13:22:02.487",41,4,3148,0,0.0,20
NULL,"2025-09-08 13:22:02.493",41,21,3176,0,0.0,21
NULL,"2025-09-08 13:22:02.500",41,9,3177,0,0.0,22
NULL,"2025-09-08 13:22:02.510",41,10,3179,0,0.0,23
NULL,"2025-09-08 13:22:02.517",41,37,3181,0,0.0,24
NULL,"2025-09-08 13:22:02.527",41,35,3182,0,0.0,25
NULL,"2025-09-08 13:22:02.533",41,36,3184,0,0.0,26
NULL,"2025-09-08 14:40:46.700",66,3,4399,0,0.0,7
NULL,"2025-09-08 14:40:46.710",66,14,4420,0,0.0,8
NULL,"2025-09-08 14:40:46.717",66,15,4402,0,0.0,9
NULL,"2025-09-08 14:40:46.723",66,16,4404,0,0.0,10
NULL,"2025-09-08 14:40:46.733",66,17,4405,0,0.0,11
NULL,"2025-09-08 13:24:26.407",42,33,3229,0,0.0,1
NULL,"2025-09-08 13:24:26.417",42,19,3225,0,0.0,2
NULL,"2025-09-08 13:24:26.427",42,20,3226,0,0.0,3
NULL,"2025-09-08 13:24:26.433",42,1,3204,0,0.0,4
NULL,"2025-09-08 13:24:26.440",42,18,3224,0,0.0,5
NULL,"2025-09-08 13:24:26.450",42,34,3232,0,0.0,6
NULL,"2025-09-08 13:24:26.460",42,13,3234,0,0.0,7
NULL,"2025-09-08 13:24:26.467",42,8,3227,0,0.0,8
NULL,"2025-09-08 13:24:26.473",42,3,3208,0,0.0,9
NULL,"2025-09-08 13:24:26.480",42,14,3237,0,0.0,10
NULL,"2025-09-08 13:24:26.490",42,43,3219,0,0.0,11
NULL,"2025-09-08 13:24:26.497",42,42,3220,0,0.0,12
NULL,"2025-09-08 13:24:26.503",42,41,3221,0,0.0,13
NULL,"2025-09-08 13:24:26.510",42,40,3222,0,0.0,14
NULL,"2025-09-08 13:24:26.520",42,39,3223,0,0.0,15
NULL,"2025-09-08 13:24:26.527",42,15,3213,0,0.0,16
NULL,"2025-09-08 13:24:26.537",42,16,3215,0,0.0,17
NULL,"2025-09-08 13:24:26.547",42,17,3216,0,0.0,18
NULL,"2025-09-08 13:24:26.557",42,7,3228,0,0.0,19
NULL,"2025-09-08 13:24:26.563",42,4,3202,0,0.0,20
NULL,"2025-09-08 13:24:26.570",42,21,3230,0,0.0,21
NULL,"2025-09-08 13:24:26.580",42,9,3231,0,0.0,22
NULL,"2025-09-08 13:24:26.590",42,10,3233,0,0.0,23
