AUDITUSER,AUDITTIMESTAMP,SAMPLEID,SAMPLEDEFID,TESTID,SCHEDULEID,VARID,LABID,DATECOLLECTIONDUE,DATECOMPLETE,RECTYPE,SCHEDULETYPE,MAXHOLDTIME,ANALYZEDBY,NOTES,METHODID,RECORDER,DATESTART,VOLANALYZED,STARTANALYSTID,BATCHID,BATCHORDER,BATCHRECTYPE,BATCHQCFORMULA,BATCHQCRESULT,BATCHQCUNITS,PREPBATCHID,PREPBATCHORDER,STID,BATCHQCVARID,BATCHQCTEXTRESULT,CALCULATORTYPE,CALCINPUT1,CALCINPUT2,CALCINPUT3,CALCINPUT4,CALCINPUT5,CALCINPUT6,INPUTRL,INPUTMDL,MDL,RL,CALCINPUT7
NULL,"2025-09-05 14:27:33.753",50,17,14,274,1855,0,"2026-04-06 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,894,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:27:33.770",51,17,14,274,1855,0,"2026-07-06 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:27:33.877",48,17,7,278,1846,0,"2025-10-06 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,896,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:27:33.890",49,17,7,278,1846,0,"2026-01-05 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,897,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:27:33.903",50,17,7,278,1846,0,"2026-04-06 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,898,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:27:33.917",51,17,7,278,1846,0,"2026-07-06 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,899,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:27:33.960",48,17,4,279,1840,0,"2025-10-06 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:27:33.973",49,17,4,279,1840,0,"2026-01-05 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:27:33.987",50,17,4,279,1840,0,"2026-04-06 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,902,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:27:34.000",51,17,4,279,1840,0,"2026-07-06 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,903,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:32:54.223",52,17,21,287,1848,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,904,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:32:54.530",53,17,21,287,1848,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:32:54.800",54,17,21,287,1848,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,906,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:32:54.997",55,17,21,287,1848,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,907,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.247",52,17,33,280,1847,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,908,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.257",53,17,33,280,1847,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,909,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.267",54,17,33,280,1847,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.280",55,17,33,280,1847,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,911,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.317",52,17,38,281,1845,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.327",53,17,38,281,1845,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,913,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.337",54,17,38,281,1845,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,914,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.347",55,17,38,281,1845,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.380",52,17,43,282,1836,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,916,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.390",53,17,43,282,1836,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.400",54,17,43,282,1836,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,918,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.410",55,17,43,282,1836,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.443",52,17,42,283,1837,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,920,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.453",53,17,42,283,1837,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,921,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.463",54,17,42,283,1837,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.473",55,17,42,283,1837,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,923,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.510",52,17,41,284,1838,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,924,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.520",53,17,41,284,1838,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.533",54,17,41,284,1838,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,926,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.543",55,17,41,284,1838,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,927,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.583",52,17,40,285,1839,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,928,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.593",53,17,40,285,1839,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,929,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.603",54,17,40,285,1839,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,930,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.617",55,17,40,285,1839,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,931,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.653",52,17,39,286,1840,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,932,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.670",53,17,39,286,1840,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,933,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.710",54,17,39,286,1840,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,934,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.727",55,17,39,286,1840,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.790",52,17,37,288,1853,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,936,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.800",53,17,37,288,1853,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,937,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.810",54,17,37,288,1853,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,938,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.823",55,17,37,288,1853,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,939,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.860",52,17,35,289,1854,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,940,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.877",53,17,35,289,1854,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,941,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.910",54,17,35,289,1854,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,942,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.927",55,17,35,289,1854,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,943,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.970",52,17,36,290,1856,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,944,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:04.983",53,17,36,290,1856,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,945,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:05.000",54,17,36,290,1856,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:33:05.013",55,17,36,290,1856,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:14.680",56,18,19,291,1897,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,948,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:14.833",57,18,19,291,1897,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,949,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:14.980",58,18,19,291,1897,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,950,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.150",59,18,19,291,1897,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,951,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.190",56,18,20,292,1898,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,952,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.200",57,18,20,292,1898,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.210",58,18,20,292,1898,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,954,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.223",59,18,20,292,1898,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,955,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.253",56,18,1,293,1876,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,956,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.267",57,18,1,293,1876,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.280",58,18,1,293,1876,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,958,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.290",59,18,1,293,1876,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,959,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.323",56,18,18,294,1896,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,960,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.333",57,18,18,294,1896,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,961,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.347",58,18,18,294,1896,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,962,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.360",59,18,18,294,1896,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,963,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.390",56,18,8,295,1899,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,964,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.400",57,18,8,295,1899,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.413",58,18,8,295,1899,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,966,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.427",59,18,8,295,1899,0,"2026-06-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,967,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.460",56,18,3,296,1893,0,"2025-09-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,968,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.473",57,18,3,296,1893,0,"2025-12-01 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,969,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"2025-09-05 14:35:15.487",58,18,3,296,1893,0,"2026-03-02 00:00:00.000",NULL,0,Regular,NULL,0,NULL,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,970,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
