AUDITUSER,AUDITTIMESTAMP,DATESTAMP,VARID,CURVALUE,TEXTVALUE,STATUS,FORCED
"Q12351 LIMS","2025-09-11 10:04:14.383","2025-08-25 09:15:00.000",3667,8.1999999999999993,8.2,0,0
"Q12351 LIMS","2025-09-11 10:04:14.757","2025-08-25 09:16:00.000",3667,8.0999999999999996,8.1,0,0
"Q12351 LIMS","2025-09-11 10:04:15.127","2025-08-25 09:17:00.000",3667,8.0,8,0,0
"Q12351 LIMS","2025-09-11 10:04:15.490","2025-08-25 09:18:00.000",3667,8.0,8,0,0
"Q12351 LIMS","2025-09-11 10:04:15.833","2025-08-25 09:19:00.000",3667,8.0999999999999996,8.1,0,0
"Q12351 LIMS","2025-09-11 10:04:16.193","2025-08-25 09:20:00.000",3667,8.0999999999999996,8.1,0,0
"Q12351 LIMS","2025-09-11 10:04:16.607","2025-08-25 09:21:00.000",3667,7.7999999999999998,7.8,0,0
"Q12351 LIMS","2025-09-11 10:04:16.963","2025-08-25 09:22:00.000",3667,7.4000000000000004,7.4,0,0
"Q12351 LIMS","2025-09-11 10:04:17.373","2025-08-25 09:23:00.000",3667,7.2999999999999998,7.3,0,0
"Q12351 LIMS","2025-09-11 10:04:12.700","2025-08-25 09:11:00.000",3668,457.0,457,0,0
"Q12351 LIMS","2025-09-11 10:04:13.083","2025-08-25 09:12:00.000",3668,457.0,457,0,0
"Q12351 LIMS","2025-09-11 10:04:13.460","2025-08-25 09:13:00.000",3668,457.0,457,0,0
"Q12351 LIMS","2025-09-11 10:04:13.843","2025-08-25 09:14:00.000",3668,458.0,458,0,0
"Q12351 LIMS","2025-09-11 10:04:14.217","2025-08-25 09:15:00.000",3668,459.0,459,0,0
"Q12351 LIMS","2025-09-11 10:04:14.610","2025-08-25 09:16:00.000",3668,460.0,460,0,0
"Q12351 LIMS","2025-09-11 10:04:14.977","2025-08-25 09:17:00.000",3668,460.0,460,0,0
"Q12351 LIMS","2025-09-11 10:04:15.353","2025-08-25 09:18:00.000",3668,460.0,460,0,0
"Q12351 LIMS","2025-09-11 10:04:15.687","2025-08-25 09:19:00.000",3668,460.0,460,0,0
"Q12351 LIMS","2025-09-11 10:04:16.053","2025-08-25 09:20:00.000",3668,460.0,460,0,0
"Q12351 LIMS","2025-09-11 10:04:16.410","2025-08-25 09:21:00.000",3668,463.0,463,0,0
"Q12351 LIMS","2025-09-11 10:04:16.820","2025-08-25 09:22:00.000",3668,471.0,471,0,0
"Q12351 LIMS","2025-09-11 10:04:17.217","2025-08-25 09:23:00.000",3668,481.0,481,0,0
"Q12351 LIMS","2025-09-11 10:04:12.480","2025-08-25 09:11:00.000",3669,30.5,30.5,0,0
"Q12351 LIMS","2025-09-11 10:04:13.013","2025-08-25 09:12:00.000",3669,30.5,30.5,0,0
"Q12351 LIMS","2025-09-11 10:04:13.377","2025-08-25 09:13:00.000",3669,30.399999999999999,30.4,0,0
"Q12351 LIMS","2025-09-11 10:04:13.770","2025-08-25 09:14:00.000",3669,30.399999999999999,30.4,0,0
"Q12351 LIMS","2025-09-11 10:04:14.127","2025-08-25 09:15:00.000",3669,30.0,30,0,0
"Q12351 LIMS","2025-09-11 10:04:14.540","2025-08-25 09:16:00.000",3669,29.899999999999999,29.9,0,0
"Q12351 LIMS","2025-09-11 10:04:14.907","2025-08-25 09:17:00.000",3669,29.800000000000001,29.8,0,0
"Q12351 LIMS","2025-09-11 10:04:15.277","2025-08-25 09:18:00.000",3669,29.800000000000001,29.8,0,0
"Q12351 LIMS","2025-09-11 10:04:15.627","2025-08-25 09:19:00.000",3669,29.800000000000001,29.8,0,0
"Q12351 LIMS","2025-09-11 10:04:15.983","2025-08-25 09:20:00.000",3669,29.800000000000001,29.8,0,0
"Q12351 LIMS","2025-09-11 10:04:16.340","2025-08-25 09:21:00.000",3669,29.600000000000001,29.6,0,0
"Q12351 LIMS","2025-09-11 10:04:16.750","2025-08-25 09:22:00.000",3669,29.199999999999999,29.2,0,0
"Q12351 LIMS","2025-09-11 10:04:17.143","2025-08-25 09:23:00.000",3669,28.399999999999999,28.4,0,0
NARANJODL,"2025-08-25 13:47:34.797","2025-08-01 00:00:00.000",3870,1.0,8/1/2025,0,0
