AUDITUSER,AUDITTIMESTAMP,DATESTAMP,CURVALUE,TEXTVALUE,VARID,STATUS,ACTION,OLDVALUE,OLDTEXTVALUE
"Q12351 LIMS","2025-09-11 10:04:17.377","2025-08-25 09:23:00.000",7.2999999999999998,7.3,3667,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:17.457","2025-08-25 09:46:00.000",1.0,1,3587,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:17.530","2025-08-25 09:46:00.000",30.600000000000001,30.6,3591,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:17.647","2025-08-25 09:46:00.000",459.0,459,3590,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:17.723","2025-08-25 09:46:00.000",7.5,7.5,3588,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:17.800","2025-08-25 09:46:00.000",8.4000000000000004,8.4,3589,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:17.870","2025-08-25 09:47:00.000",2.0,2,3587,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:17.937","2025-08-25 09:47:00.000",30.600000000000001,30.6,3591,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:18.010","2025-08-25 09:47:00.000",459.0,459,3590,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:18.150","2025-08-25 09:47:00.000",7.5,7.5,3588,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:18.277","2025-08-25 09:47:00.000",8.3000000000000007,8.3,3589,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:18.353","2025-08-25 09:48:00.000",3.0,3,3587,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:18.430","2025-08-25 09:48:00.000",30.5,30.5,3591,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:18.523","2025-08-25 09:48:00.000",459.0,459,3590,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:18.600","2025-08-25 09:48:00.000",7.4000000000000004,7.4,3588,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:18.687","2025-08-25 09:48:00.000",8.3000000000000007,8.3,3589,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:18.767","2025-08-25 09:49:00.000",4.0,4,3587,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:18.850","2025-08-25 09:49:00.000",30.300000000000001,30.3,3591,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:18.917","2025-08-25 09:49:00.000",462.0,462,3590,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:19.000","2025-08-25 09:49:00.000",4.5999999999999996,4.6,3588,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:19.087","2025-08-25 09:49:00.000",7.7999999999999998,7.8,3589,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:19.163","2025-08-25 09:50:00.000",5.0,5,3587,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:19.240","2025-08-25 09:50:00.000",30.0,30,3591,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:19.300","2025-08-25 09:50:00.000",469.0,469,3590,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:19.390","2025-08-25 09:50:00.000",0.29999999999999999,0.3,3588,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:19.710","2025-08-25 09:50:00.000",7.2999999999999998,7.3,3589,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:19.807","2025-08-25 09:51:00.000",6.0,6,3587,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:19.883","2025-08-25 09:51:00.000",29.899999999999999,29.9,3591,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:19.987","2025-08-25 09:51:00.000",470.0,470,3590,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:20.060","2025-08-25 09:51:00.000",0.20000000000000001,0.2,3588,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:20.183","2025-08-25 09:51:00.000",7.2999999999999998,7.3,3589,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:20.257","2025-08-25 09:52:00.000",7.0,7,3587,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:20.350","2025-08-25 09:52:00.000",29.800000000000001,29.8,3591,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:20.430","2025-08-25 09:52:00.000",471.0,471,3590,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:20.517","2025-08-25 09:52:00.000",0.10000000000000001,0.1,3588,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:20.607","2025-08-25 09:52:00.000",7.2999999999999998,7.3,3589,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:20.680","2025-08-25 09:53:00.000",7.2999999999999998,7.300,3587,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:20.757","2025-08-25 09:53:00.000",29.699999999999999,29.7,3591,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:20.837","2025-08-25 09:53:00.000",472.0,472,3590,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:20.910","2025-08-25 09:53:00.000",0.10000000000000001,0.1,3588,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:20.987","2025-08-25 09:53:00.000",7.2999999999999998,7.3,3589,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:21.060","2025-08-25 10:36:00.000",1.0,1,3500,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:21.120","2025-08-25 10:36:00.000",30.800000000000001,30.8,3504,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:21.197","2025-08-25 10:36:00.000",463.0,463,3503,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:21.257","2025-08-25 10:36:00.000",7.5999999999999996,7.6,3501,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:21.330","2025-08-25 10:36:00.000",8.4000000000000004,8.4,3502,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:21.410","2025-08-25 10:37:00.000",2.0,2,3500,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:21.483","2025-08-25 10:37:00.000",30.300000000000001,30.3,3504,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:21.557","2025-08-25 10:37:00.000",466.0,466,3503,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:21.620","2025-08-25 10:37:00.000",6.5999999999999996,6.6,3501,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:21.700","2025-08-25 10:37:00.000",8.0999999999999996,8.1,3502,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:21.797","2025-08-25 10:38:00.000",3.0,3,3500,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:21.873","2025-08-25 10:38:00.000",30.199999999999999,30.2,3504,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:21.950","2025-08-25 10:38:00.000",466.0,466,3503,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:22.023","2025-08-25 10:38:00.000",6.0,6,3501,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:22.087","2025-08-25 10:38:00.000",8.0,8,3502,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:22.160","2025-08-25 10:39:00.000",4.0,4,3500,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:22.233","2025-08-25 10:39:00.000",30.100000000000001,30.1,3504,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:22.313","2025-08-25 10:39:00.000",470.0,470,3503,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:22.387","2025-08-25 10:39:00.000",4.2000000000000002,4.2,3501,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:22.457","2025-08-25 10:39:00.000",7.7000000000000002,7.7,3502,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:22.540","2025-08-25 10:40:00.000",5.0,5,3500,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:22.623","2025-08-25 10:40:00.000",29.899999999999999,29.9,3504,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:22.723","2025-08-25 10:40:00.000",475.0,475,3503,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:22.800","2025-08-25 10:40:00.000",1.0,1,3501,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:22.870","2025-08-25 10:40:00.000",7.4000000000000004,7.4,3502,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:22.943","2025-08-25 10:41:00.000",6.0,6,3500,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:23.010","2025-08-25 10:41:00.000",29.800000000000001,29.8,3504,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:23.087","2025-08-25 10:41:00.000",478.0,478,3503,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:23.167","2025-08-25 10:41:00.000",0.20000000000000001,0.2,3501,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:23.250","2025-08-25 10:41:00.000",7.2999999999999998,7.3,3502,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:23.320","2025-08-25 10:42:00.000",6.7000000000000002,6.700,3500,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:23.390","2025-08-25 10:42:00.000",29.699999999999999,29.7,3504,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:23.547","2025-08-25 10:42:00.000",479.0,479,3503,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:23.690","2025-08-25 10:42:00.000",0.10000000000000001,0.1,3501,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:23.760","2025-08-25 10:42:00.000",7.2999999999999998,7.3,3502,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:45.727","2025-07-30 09:39:00.000",0.29999999999999999,0.300,2299,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:45.783","2025-07-30 09:39:00.000",31.5,31.5,2303,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:45.843","2025-07-30 09:39:00.000",9.5999999999999996,9.6,2300,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:45.907","2025-07-30 09:39:00.000",345.0,345,2302,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:45.977","2025-07-30 09:39:00.000",8.3000000000000007,8.3,2301,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:46.053","2025-07-30 09:40:00.000",1.0,1,2299,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:46.120","2025-07-30 09:40:00.000",31.399999999999999,31.4,2303,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:46.193","2025-07-30 09:40:00.000",9.5999999999999996,9.6,2300,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:46.267","2025-07-30 09:40:00.000",351.0,351,2302,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:46.340","2025-07-30 09:40:00.000",8.3000000000000007,8.3,2301,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:46.413","2025-07-30 09:41:00.000",2.0,2,2299,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:46.500","2025-07-30 09:41:00.000",31.199999999999999,31.2,2303,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:46.567","2025-07-30 09:41:00.000",8.8000000000000007,8.8,2300,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:46.643","2025-07-30 09:41:00.000",348.0,348,2302,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:46.717","2025-07-30 09:41:00.000",8.1999999999999993,8.2,2301,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:46.787","2025-07-30 09:42:00.000",3.0,3,2299,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:46.860","2025-07-30 09:42:00.000",30.899999999999999,30.9,2303,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:46.940","2025-07-30 09:42:00.000",6.4000000000000004,6.4,2300,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:47.083","2025-07-30 09:42:00.000",359.0,359,2302,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:47.147","2025-07-30 09:42:00.000",7.9000000000000004,7.9,2301,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:47.210","2025-07-30 09:43:00.000",3.8999999999999999,3.900,2299,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:47.283","2025-07-30 09:43:00.000",30.699999999999999,30.7,2303,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:47.370","2025-07-30 09:43:00.000",5.7000000000000002,5.7,2300,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:47.443","2025-07-30 09:43:00.000",362.0,362,2302,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:47.523","2025-07-30 09:43:00.000",7.7999999999999998,7.8,2301,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:47.600","2025-07-30 09:44:00.000",5.0,5,2299,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:47.663","2025-07-30 09:44:00.000",30.5,30.5,2303,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:47.747","2025-07-30 09:44:00.000",3.5,3.5,2300,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:47.827","2025-07-30 09:44:00.000",374.0,374,2302,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:47.910","2025-07-30 09:44:00.000",7.5,7.5,2301,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:47.990","2025-07-30 09:45:00.000",5.4000000000000004,5.400,2299,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:48.053","2025-07-30 09:45:00.000",30.399999999999999,30.4,2303,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:48.120","2025-07-30 09:45:00.000",2.7000000000000002,2.7,2300,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:48.190","2025-07-30 09:45:00.000",375.0,375,2302,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:48.257","2025-07-30 09:45:00.000",7.5,7.5,2301,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:48.327","2025-07-30 10:10:00.000",1.0,1,2515,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:48.393","2025-07-30 10:10:00.000",31.699999999999999,31.7,2519,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:48.460","2025-07-30 10:10:00.000",9.3000000000000007,9.3,2516,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:48.520","2025-07-30 10:10:00.000",273.0,273,2518,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:48.577","2025-07-30 10:10:00.000",8.0999999999999996,8.1,2517,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:48.650","2025-07-30 10:11:00.000",2.0,2,2515,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:48.727","2025-07-30 10:11:00.000",31.300000000000001,31.3,2519,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:48.803","2025-07-30 10:11:00.000",8.0,8,2516,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:48.883","2025-07-30 10:11:00.000",280.0,280,2518,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:48.960","2025-07-30 10:11:00.000",7.9000000000000004,7.9,2517,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:49.053","2025-07-30 10:12:00.000",3.0,3,2515,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:49.117","2025-07-30 10:12:00.000",30.899999999999999,30.9,2519,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:49.180","2025-07-30 10:12:00.000",4.4000000000000004,4.4,2516,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:49.257","2025-07-30 10:12:00.000",289.0,289,2518,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:49.327","2025-07-30 10:12:00.000",7.5,7.5,2517,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:49.403","2025-07-30 10:13:00.000",3.3999999999999999,3.400,2515,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:49.483","2025-07-30 10:13:00.000",30.600000000000001,30.6,2519,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:49.567","2025-07-30 10:13:00.000",1.8999999999999999,1.9,2516,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:49.657","2025-07-30 10:13:00.000",296.0,296,2518,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:49.740","2025-07-30 10:13:00.000",7.2999999999999998,7.3,2517,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:49.823","2025-07-30 10:14:00.000",0.29999999999999999,0.300,2515,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:49.910","2025-07-30 10:14:00.000",32.5,32.5,2519,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:49.990","2025-07-30 10:14:00.000",10.4,10.4,2516,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:50.063","2025-07-30 10:14:00.000",271.0,271,2518,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:39:50.130","2025-07-30 10:14:00.000",8.5999999999999996,8.6,2517,0,1,NULL,NULL
